kind,metric,rho,tau,wins,full,rule
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_specificity_norm,0.9215399365495581,0.8344468529211436,53/54,15/18,mean_speech_density>=1.000
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_specificity_norm,0.9214960724255075,0.8294778134691032,54/54,15/18,extended_seconds_frac>=0.364
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_listener_utility_norm,0.92148211218183,0.8306749047493942,54/54,14/18,mean_need>=0.378
gate,high:strict_all4_80adqa_20clip|low:vlm_best_dims_mean,0.92148211218183,0.8306749047493942,54/54,16/18,mean_speech_density>=0.682
gate,high:gpt_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9213708474878589,0.8352870716514706,53/54,16/18,max_need>=0.641
gate,high:clip_mean_norm|low:claude_vlm_completeness_norm,0.9212535507010511,0.84047631193697,53/54,15/18,high_need_seconds_frac>=0.727
gate,high:claude_vlm_completeness_norm|low:clip_mean_norm,0.9212535507010511,0.832344213301268,52/54,14/18,high_need_seconds_frac>=0.417
gate,high:gpt_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9212016987287466,0.8301245988810352,53/54,16/18,mean_need>=0.487
gate,high:gpt_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9212016987287466,0.8301245988810352,53/54,16/18,tribe_pressure>=0.710
gate,high:gpt_vlm_completeness_norm|low:all4_mean,0.9211026813894679,0.8401260207113153,53/54,17/18,max_need>=0.641
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.921041624894983,0.8327634333679172,54/54,15/18,max_need>=0.771
soft_gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_completeness_norm,0.9209974804707559,0.827532547824007,54/54,16/18,weight=mean_speech_density
gate,high:clip_mean_norm|low:claude_vlm_listener_utility_norm,0.9209422655923796,0.8412459403651965,52/54,14/18,max_need>=0.838
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_completeness_norm,0.9209073202634112,0.8298329741847866,54/54,15/18,mean_need>=0.374
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_completeness_norm,0.9209073202634112,0.8298329741847866,54/54,15/18,tribe_pressure>=0.484
soft_gate,high:clip_mean_norm|low:selected3_mean,0.9208922086821093,0.8266628435138913,54/54,15/18,weight=mean_need
soft_gate,high:claude_vlm_completeness_norm|low:clip_mean_norm,0.920877861616465,0.8240897129790139,53/54,13/18,weight=mean_need
gate,high:all4_mean|low:claude_vlm_listener_utility_norm,0.9208545033669109,0.8344835591352651,54/54,16/18,mean_speech_density>=0.682
gate,high:gpt_vlm_completeness_norm|low:clip_mean_norm,0.9207608775039618,0.8342017121820241,52/54,15/18,mean_need>=0.374
gate,high:gpt_vlm_completeness_norm|low:clip_mean_norm,0.9207608775039618,0.8342017121820241,52/54,15/18,tribe_pressure>=0.484
gate,high:gpt_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.920703257877721,0.8272406637624657,53/54,16/18,max_need>=0.771
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_completeness_norm,0.920635598921659,0.8298969073436167,54/54,15/18,tribe_pressure>=0.522
gate,high:all4_mean|low:gpt_vlm_completeness_norm,0.9206048090270331,0.8351069843613239,53/54,15/18,high_need_seconds_frac>=0.417
gate,high:gpt_vlm_completeness_norm|low:clip_mean_norm,0.9205336038900791,0.8344683462710489,52/54,15/18,extended_seconds_frac>=0.364
gate,high:claude_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.920365231733476,0.8303564524375977,53/54,14/18,max_need>=0.641
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_completeness_norm,0.920365231733476,0.8294128655598276,54/54,15/18,mean_speech_density>=0.874
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.9203034466107793,0.8288942491008672,54/54,15/18,high_need_seconds_frac>=0.373
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_completeness_norm,0.9202883449387113,0.8285394901506992,54/54,15/18,extended_seconds_frac>=0.364
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_listener_utility_norm,0.9202883449387113,0.8285394901506992,54/54,14/18,tribe_pressure>=0.522
gate,high:all4_mean|low:gpt_vlm_completeness_norm,0.9202714772547935,0.8350323810026393,54/54,17/18,mean_speech_density>=0.682
gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.9201318616597879,0.8346099610931463,53/54,17/18,max_need>=0.641
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9201318616597879,0.833763764758012,54/54,16/18,mean_speech_density>=1.000
gate,high:all4_mean|low:gpt_vlm_completeness_norm,0.9199837525019188,0.8330228721805717,53/54,15/18,mean_need>=0.378
gate,high:gpt_vlm_completeness_norm|low:all4_mean,0.9199761546991055,0.8336074110691876,53/54,16/18,extended_seconds_frac>=0.628
gate,high:gpt_vlm_completeness_norm|low:all4_mean,0.9199761546991055,0.8336074110691876,53/54,16/18,extended_seconds_frac>=0.727
gate,high:claude_vlm_listener_utility_norm|low:all4_mean,0.9199509043457647,0.8319366227766777,52/54,15/18,max_need>=0.838
gate,high:gpt_vlm_completeness_norm|low:clip_mean_norm,0.9197963958331716,0.8320202262289058,52/54,15/18,tribe_pressure>=0.522
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_completeness_norm,0.9196995829425447,0.8293286448334859,54/54,15/18,high_need_seconds_frac>=0.417
soft_gate,high:clip_mean_norm|low:gpt_vlm_completeness_norm,0.9196844811953132,0.8219712269218714,54/54,15/18,weight=extended_seconds_frac
gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9196656369142702,0.8350323810026393,53/54,15/18,high_need_seconds_frac>=0.373
gate,high:claude_vlm_completeness_norm|low:clip_mean_norm,0.9194622103735426,0.8405590116687122,52/54,16/18,mean_speech_density>=0.874
gate,high:gpt_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.919444191725991,0.8335712558570135,53/54,16/18,max_need>=0.624
gate,high:claude_vlm_completeness_norm|low:clip_mean_norm,0.9194316913390846,0.8304307783281616,52/54,14/18,mean_need>=0.378
gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.9193551243209103,0.8334246625388608,53/54,17/18,mean_need>=0.487
gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.9193551243209103,0.8334246625388608,53/54,17/18,tribe_pressure>=0.710
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9193133636176203,0.8328535878028714,53/54,14/18,mean_need>=0.393
gate,high:gpt_vlm_completeness_norm|low:all4_mean,0.9192829197535322,0.8372603264962681,53/54,17/18,max_need>=0.624
gate,high:clip_mean_norm|low:gpt_vlm_listener_utility_norm,0.9192501021658932,0.8391834809825104,53/54,15/18,mean_need>=0.487
gate,high:clip_mean_norm|low:gpt_vlm_listener_utility_norm,0.9192501021658932,0.8391834809825104,53/54,15/18,tribe_pressure>=0.710
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_completeness_norm,0.9192390144775693,0.8316168879819433,54/54,15/18,high_need_seconds_frac>=0.550
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_completeness_norm,0.9192390144775693,0.8316168879819433,54/54,15/18,tribe_pressure>=0.609
soft_gate,high:clip_mean_norm|low:selected3_mean,0.9191868694344439,0.8219158110740702,54/54,15/18,weight=extended_seconds_frac
gate,high:claude_vlm_completeness_norm|low:clip_mean_norm,0.9191661847811984,0.8393099264456192,52/54,15/18,mean_speech_density>=0.682
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_listener_utility_norm,0.919080617451915,0.8266628435138913,54/54,14/18,mean_need>=0.374
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_listener_utility_norm,0.919080617451915,0.8266628435138913,54/54,14/18,extended_seconds_frac>=0.364
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_listener_utility_norm,0.919080617451915,0.8266628435138913,54/54,14/18,tribe_pressure>=0.484
soft_gate,high:clip_mean_norm|low:gpt_vlm_completeness_norm,0.919080617451915,0.8210329036034675,54/54,15/18,weight=high_need_seconds_frac
gate,high:gpt_vlm_completeness_norm|low:all4_mean,0.9190749769808434,0.8342653740449385,53/54,17/18,mean_need>=0.393
gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.9190506327661618,0.8316444418544318,52/54,16/18,max_need>=0.838
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9189720181649764,0.8308671150418058,53/54,14/18,max_need>=0.730
gate,high:gpt_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9188926320018553,0.8244316971622536,53/54,16/18,max_need>=0.838
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9187752208657523,0.8326373974848249,53/54,14/18,mean_need>=0.487
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9187752208657523,0.8326373974848249,53/54,14/18,tribe_pressure>=0.710
soft_gate,high:vlm_best_dims_mean|low:clip_mean_norm,0.9185833324223399,0.8181713199074458,53/54,13/18,weight=mean_need
gate,high:strict_all4_80adqa_20clip|low:vlm_best_dims_mean,0.9185435510263598,0.8273467092799051,54/54,15/18,mean_speech_density>=0.874
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9184842977854439,0.8308292593418294,53/54,15/18,high_need_seconds_frac>=0.417
gate,high:vlm_best_dims_mean|low:clip_mean_norm,0.9184312020422611,0.8249900032861722,52/54,14/18,high_need_seconds_frac>=0.417
gate,high:all4_mean|low:gpt_vlm_completeness_norm,0.9182420397175405,0.8331704381305611,53/54,15/18,high_need_seconds_frac>=0.550
gate,high:all4_mean|low:gpt_vlm_completeness_norm,0.9182420397175405,0.8331704381305611,53/54,15/18,tribe_pressure>=0.609
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_completeness_norm,0.918173820107568,0.8267972554140297,54/54,16/18,mean_speech_density>=0.682
gate,high:all4_mean|low:claude_vlm_listener_utility_norm,0.9181434536463521,0.830575347453258,53/54,14/18,extended_seconds_frac>=0.477
gate,high:gpt_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9179873190639223,0.824899858262289,53/54,15/18,mean_need>=0.549
gate,high:gpt_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9179873190639223,0.824899858262289,53/54,15/18,high_need_seconds_frac>=0.759
gate,high:gpt_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9179873190639223,0.824899858262289,53/54,15/18,tribe_pressure>=0.919
gate,high:claude_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9179797954102358,0.8219158110740702,53/54,15/18,max_need>=0.771
gate,high:clip_mean_norm|low:claude_vlm_listener_utility_norm,0.9179058585182208,0.8364634165427679,52/54,14/18,max_need>=0.771
soft_gate,high:clip_mean_norm|low:gpt_vlm_listener_utility_norm,0.9178728899651187,0.8182179336482557,54/54,14/18,weight=tribe_pressure
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_completeness_norm,0.9178716898607409,0.8263266821326329,54/54,15/18,mean_need>=0.378
gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.9178401610733516,0.8306977777202776,52/54,16/18,max_need>=0.771
gate,high:gpt_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9176010729957249,0.8257855579861202,53/54,15/18,extended_seconds_frac>=0.628
gate,high:gpt_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9176010729957249,0.8257855579861202,53/54,15/18,extended_seconds_frac>=0.727
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_completeness_norm,0.9175677939675766,0.8298200885730957,54/54,16/18,mean_speech_density>=1.000
gate,high:vlm_best_dims_mean|low:clip_mean_norm,0.9175224640455176,0.8340088813428104,52/54,15/18,mean_speech_density>=0.682
soft_gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.9173762583981317,0.8228519338657264,54/54,16/18,weight=mean_speech_density
soft_gate,high:clip_mean_norm|low:claude_vlm_listener_utility_norm,0.9173762583981317,0.8181713199074458,54/54,14/18,weight=extended_seconds_frac
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_specificity_norm,0.9173643362879056,0.8259960147176104,54/54,16/18,mean_speech_density>=0.874
gate,high:all4_mean|low:gpt_vlm_completeness_norm,0.9170611712939947,0.8313045145883251,54/54,17/18,mean_speech_density>=0.874
gate,high:claude_vlm_completeness_norm|low:clip_mean_norm,0.916994936395973,0.8273766212801534,52/54,14/18,extended_seconds_frac>=0.477
gate,high:gpt_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9169821415213049,0.8237312611393102,53/54,16/18,mean_need>=0.487
gate,high:gpt_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9169821415213049,0.8237312611393102,53/54,16/18,tribe_pressure>=0.710
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_listener_utility_norm,0.9169577659380955,0.8237965217341993,54/54,14/18,extended_seconds_frac>=0.477
gate,high:gpt_vlm_completeness_norm|low:all4_mean,0.9169469279796486,0.8298074912466501,53/54,16/18,high_need_seconds_frac>=0.727
gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9169317829717942,0.829625575758057,53/54,14/18,extended_seconds_frac>=0.364
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_completeness_norm,0.9168364262176326,0.8265821049265176,54/54,15/18,extended_seconds_frac>=0.477
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_listener_utility_norm,0.9167445459184281,0.8270458190001309,52/54,13/18,mean_speech_density>=1.000
gate,high:all4_mean|low:gpt_vlm_completeness_norm,0.916515189070546,0.831230635329672,53/54,15/18,extended_seconds_frac>=0.477
gate,high:all4_mean|low:claude_vlm_listener_utility_norm,0.9164318935816728,0.8288488856582402,54/54,15/18,mean_speech_density>=0.874
gate,high:gpt_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9163933058710185,0.8239077056655149,53/54,15/18,high_need_seconds_frac>=0.727
gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.9163259476345151,0.8286758040628559,53/54,16/18,mean_need>=0.549
gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.9163259476345151,0.8286758040628559,53/54,16/18,high_need_seconds_frac>=0.759
gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.9163259476345151,0.8286758040628559,53/54,16/18,tribe_pressure>=0.919
gate,high:clip_mean_norm|low:gpt_vlm_listener_utility_norm,0.9161828494257052,0.8342017121820241,53/54,15/18,max_need>=0.771
gate,high:clip_mean_norm|low:gpt_vlm_listener_utility_norm,0.9161828494257052,0.8342017121820241,53/54,15/18,max_need>=0.838
soft_gate,high:clip_mean_norm|low:all4_mean,0.9161691843739238,0.8237880566573826,54/54,17/18,weight=max_need
gate,high:gpt_vlm_listener_utility_norm|low:clip_mean_norm,0.9159095831292813,0.8286337457930161,52/54,15/18,extended_seconds_frac>=0.364
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.9157819081698735,0.8220298533449097,54/54,14/18,mean_need>=0.374
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.9157819081698735,0.8220298533449097,54/54,14/18,tribe_pressure>=0.484
gate,high:clip_mean_norm|low:claude_vlm_listener_utility_norm,0.9157803735663096,0.8331156498670678,52/54,14/18,mean_need>=0.487
gate,high:clip_mean_norm|low:claude_vlm_listener_utility_norm,0.9157803735663096,0.8331156498670678,52/54,14/18,tribe_pressure>=0.710
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.9157668804471613,0.8216778816510416,54/54,14/18,extended_seconds_frac>=0.364
soft_gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9157067412534932,0.8260780773306136,54/54,17/18,weight=mean_speech_density
gate,high:vlm_best_dims_mean|low:clip_mean_norm,0.9157049880520303,0.8321101701729918,52/54,16/18,mean_speech_density>=0.874
gate,high:all4_mean|low:gpt_vlm_completeness_norm,0.9155751799930676,0.8304248938465095,54/54,17/18,mean_speech_density>=1.000
gate,high:claude_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9155656473618197,0.8181713199074458,53/54,15/18,max_need>=0.838
soft_gate,high:claude_vlm_completeness_norm|low:clip_mean_norm,0.9154574349915263,0.8154029636930438,52/54,13/18,weight=tribe_pressure
gate,high:vlm_best_dims_mean|low:clip_mean_norm,0.9154020753864489,0.821192580946535,52/54,14/18,mean_need>=0.378
gate,high:gpt_vlm_listener_utility_norm|low:clip_mean_norm,0.9152718290252155,0.8271202468228496,52/54,15/18,mean_need>=0.374
gate,high:gpt_vlm_listener_utility_norm|low:clip_mean_norm,0.9152718290252155,0.8271202468228496,52/54,15/18,tribe_pressure>=0.484
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_completeness_norm,0.915232745863876,0.8234577306098672,54/54,16/18,mean_speech_density>=0.874
gate,high:all4_mean|low:claude_vlm_listener_utility_norm,0.9152188798244503,0.8278961857896676,53/54,14/18,mean_speech_density>=1.000
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.9152005576685955,0.8214429490345136,54/54,14/18,tribe_pressure>=0.522
soft_gate,high:claude_vlm_specificity_norm|low:clip_mean_norm,0.9151555031198273,0.8139954787154378,52/54,12/18,weight=mean_need
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_listener_utility_norm,0.9151015153835305,0.8222930689579647,53/54,13/18,mean_speech_density>=1.000
gate,high:claude_vlm_listener_utility_norm|low:clip_mean_norm,0.9148846346132582,0.8243954970495607,51/54,13/18,extended_seconds_frac>=0.364
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.9148503873924698,0.8216209493186658,54/54,15/18,high_need_seconds_frac>=0.417
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_listener_utility_norm,0.9148353559628135,0.8193860045715995,54/54,15/18,mean_speech_density>=0.682
gate,high:clip_mean_norm|low:all4_mean,0.9147962500552865,0.8259393588710814,54/54,17/18,mean_need>=0.549
gate,high:clip_mean_norm|low:all4_mean,0.9147962500552865,0.8259393588710814,54/54,17/18,high_need_seconds_frac>=0.759
gate,high:clip_mean_norm|low:all4_mean,0.9147962500552865,0.8259393588710814,54/54,17/18,tribe_pressure>=0.919
gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.9146729382880424,0.8269748785445526,53/54,17/18,max_need>=0.624
soft_gate,high:clip_mean_norm|low:strict_all4_80adqa_20clip,0.9145499534195608,0.8192369996514153,54/54,16/18,weight=max_need
gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.914523546604083,0.8271389613964909,53/54,14/18,mean_need>=0.374
gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.914523546604083,0.8271389613964909,53/54,14/18,tribe_pressure>=0.484
soft_gate,high:claude_vlm_specificity_norm|low:clip_mean_norm,0.9143585733376116,0.8116184603658531,52/54,13/18,weight=tribe_pressure
gate,high:gpt_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9142461268988157,0.8216209493186658,53/54,16/18,max_need>=0.730
gate,high:gpt_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9140534032500232,0.823226998980577,53/54,16/18,max_need>=0.641
soft_gate,high:selected3_mean|low:clip_mean_norm,0.9140082800370919,0.8193279555411602,53/54,16/18,weight=mean_speech_density
soft_gate,high:clip_mean_norm|low:claude_vlm_listener_utility_norm,0.9137550363255077,0.8125545831575091,54/54,14/18,weight=high_need_seconds_frac
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9136600529894525,0.8235861922543347,53/54,14/18,mean_need>=0.378
gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9135921439114035,0.8251707437863768,54/54,16/18,mean_speech_density>=0.682
