clip_key,corpus,clip_idx,video_id,category,duration_s,t,start_s,end_s,scene_spatial_gap,agent_action_gap,control_gap,visual_gap,dominant_type,dominance_margin,visual_minus_control
inbench_clip_07_09dQut5GJ68_000049_000059,inbench,7.0,09dQut5GJ68_000049_000059,Travel,16.39,7,10.43,11.92,0.11175449375306135,0.024303028309026864,0.3183308991424796,0.11175449375306135,scene_spatial,0.08745146544403448,-0.20657640538941824
inbench_clip_07_09dQut5GJ68_000049_000059,inbench,7.0,09dQut5GJ68_000049_000059,Travel,16.39,8,11.92,13.41,0.40461800215976884,1.1627042797837404,0.13792442202491972,1.1627042797837404,agent_action,0.7580862776239715,1.0247798577588205
inbench_clip_07_09dQut5GJ68_000049_000059,inbench,7.0,09dQut5GJ68_000049_000059,Travel,16.39,9,13.41,14.9,0.251041426464363,0.04162801897785584,0.9314795091157595,0.251041426464363,scene_spatial,0.20941340748650716,-0.6804380826513965
inbench_clip_07_09dQut5GJ68_000049_000059,inbench,7.0,09dQut5GJ68_000049_000059,Travel,16.39,10,14.9,16.39,0.038558334067196665,0.016002347438930586,0.3344562654810994,0.038558334067196665,scene_spatial,0.022555986628266078,-0.29589793141390275
inbench_clip_08_hOirknJr3os_000001_000011,inbench,8.0,hOirknJr3os_000001_000011,Travel,16.39,0,0.0,1.639,0.2846624632251399,0.3442350241605655,0.05213510237048147,0.3442350241605655,agent_action,0.05957256093542562,0.29209992179008404
inbench_clip_08_hOirknJr3os_000001_000011,inbench,8.0,hOirknJr3os_000001_000011,Travel,16.39,1,1.639,3.278,0.32151840987869384,0.33999637377996417,0.05082896766163192,0.33999637377996417,agent_action,0.018477963901270322,0.28916740611833225
inbench_clip_08_hOirknJr3os_000001_000011,inbench,8.0,hOirknJr3os_000001_000011,Travel,16.39,2,3.278,4.917,0.2537893485805416,0.3030011007389126,0.16856736603303835,0.3030011007389126,agent_action,0.049211752158371036,0.13443373470587427
inbench_clip_08_hOirknJr3os_000001_000011,inbench,8.0,hOirknJr3os_000001_000011,Travel,16.39,3,4.917,6.556,0.1372016434822505,0.12470579695097739,0.11440153066990966,0.1372016434822505,scene_spatial,0.012495846531273114,0.022800112812340845
inbench_clip_08_hOirknJr3os_000001_000011,inbench,8.0,hOirknJr3os_000001_000011,Travel,16.39,4,6.556,8.195,0.12735483379928036,0.08356131765256902,0.10575748595709777,0.12735483379928036,scene_spatial,0.04379351614671134,0.02159734784218259
inbench_clip_08_hOirknJr3os_000001_000011,inbench,8.0,hOirknJr3os_000001_000011,Travel,16.39,5,8.195,9.834,0.14384918778122835,0.03609027080407534,0.13761173947009708,0.14384918778122835,scene_spatial,0.10775891697715301,0.006237448311131266
inbench_clip_08_hOirknJr3os_000001_000011,inbench,8.0,hOirknJr3os_000001_000011,Travel,16.39,6,9.834,11.473,0.054772481562927244,0.030248231966356398,0.07509544624183673,0.054772481562927244,scene_spatial,0.024524249596570846,-0.020322964678909483
inbench_clip_08_hOirknJr3os_000001_000011,inbench,8.0,hOirknJr3os_000001_000011,Travel,16.39,7,11.473,13.112,0.045241007304114844,0.04150038681919177,0.0391673835136197,0.045241007304114844,scene_spatial,0.003740620484923074,0.006073623790495142
inbench_clip_08_hOirknJr3os_000001_000011,inbench,8.0,hOirknJr3os_000001_000011,Travel,16.39,8,13.112,14.751,0.047097458846652285,0.023631869334703626,0.11559159077036518,0.047097458846652285,scene_spatial,0.02346558951194866,-0.0684941319237129
inbench_clip_08_hOirknJr3os_000001_000011,inbench,8.0,hOirknJr3os_000001_000011,Travel,16.39,9,14.751,16.39,0.10331963832267799,0.06476762743432041,0.7065235081490041,0.10331963832267799,scene_spatial,0.03855201088835758,-0.6032038698263261
inbench_clip_09_TF4q9y0rJoc_000000_000010,inbench,9.0,TF4q9y0rJoc_000000_000010,Sports,16.39,0,0.0,1.49,0.4698317760159151,0.16014250591110857,0.026839398679422866,0.4698317760159151,scene_spatial,0.3096892701048065,0.4429923773364922
inbench_clip_09_TF4q9y0rJoc_000000_000010,inbench,9.0,TF4q9y0rJoc_000000_000010,Sports,16.39,1,1.49,2.98,0.23895173844938367,0.07065294212162754,0.03134615839519794,0.23895173844938367,scene_spatial,0.16829879632775613,0.20760558005418572
